tournament, date, aName, bName, aSets, bSets, aS1, aS2, aS3, aS4, aS5, bS1, bS2, bS3, bS4, bS5
"Brisbane International - Brisbane" ,2017-01-01 ,"Samuel Groth/Chris Guccione" ,"Viktor Troicki/Mischa Zverev" ,2 ,1 ,6 ,3 ,1 , , ,1 ,6 ,8 , ,
"Brisbane International - Brisbane" ,2017-01-01 ,"Steve Johnson/Diego Sebastian Schwartzman" ,"Stephane Robert/Gilles Simon" ,2 ,0 ,6 ,6 , , , ,2 ,1 , , ,
"Aircel Chennai Open - Chennai" ,2017-01-02 ,"Johan Brunstrom/Andreas Siljestrom" ,"N.sriram Balaji/Vishnu Vardhan" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Aircel Chennai Open - Chennai" ,2017-01-02 ,"Guillermo Duran/Andres Molteni" ,"Wesley Koolhof/Matwe Middelkoop" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , ,
"Aircel Chennai Open - Chennai" ,2017-01-02 ,"Jurgen Melzer/Renzo Olivo" ,"Andre Begemann/Yen Hsun Lu" ,2 ,1 ,4 ,7 ,1 , , ,6 ,6 ,9 , ,
"Bangkok Challenger" ,2017-01-02 ,"Gregoire Barrere/Jonathan Eysseric" ,"Mikhail Elgin/Denis Istomin" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , ,
"Bangkok Challenger" ,2017-01-02 ,"Kevin Krawietz/Albano Olivetti" ,"Jeremy Jahn/Yannik Reuter" ,2 ,1 ,5 ,6 ,1 , , ,7 ,2 ,5 , ,
"Bangkok Challenger" ,2017-01-02 ,"Marius Copil/Jurgen Zopp" ,"Phassawit Burapharitta/Chaleechan Tanasugarn" ,2 ,0 ,6 ,6 , , , ,2 ,1 , , ,
"Bangkok Challenger" ,2017-01-02 ,"Christian Garin/Akira Santillan" ,"Chayanon Kaewsuto/Warit Sornbutnark" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , ,
"Brisbane International - Brisbane" ,2017-01-02 ,"Raven Klaasen/Rajeev Ram" ,"Ivan Dodig/Lukasz Kubot" ,2 ,1 ,6 ,6 ,1 , , ,4 ,7 ,6 , ,
"Brisbane International - Brisbane" ,2017-01-02 ,"Gilles Muller/Sam Querrey" ,"Robert Lindstedt/Michael Venus" ,2 ,1 ,4 ,6 ,1 , , ,6 ,1 ,5 , ,
"Happy Valley Challenger" ,2017-01-02 ,"Peter Polansky/Donald Young" ,"Ruben Bemelmans/Joris De Loore" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , ,
"Happy Valley Challenger" ,2017-01-02 ,"Steven De Waard/Marc Polmans" ,"Peter Gojowczyk/Grega Zemlja" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , ,
"Happy Valley Challenger" ,2017-01-02 ,"Norbert Gombos/Jan Satral" ,"Kimmer Coppejans/Marton Fucsovics" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , ,
"Happy Valley Challenger" ,2017-01-02 ,"Marinko Matosevic/Bradley Mousley" ,"Andrey Golubev/Uladzimir Ignatik" ,2 ,1 ,6 ,6 ,1 , , ,7 ,4 ,5 , ,
"Happy Valley Challenger" ,2017-01-02 ,"Marcelo Arevalo/Joao Souza" ,"Harry Bourchier/Max Purcell" ,2 ,1 ,6 ,2 ,1 , , ,2 ,6 ,6 , ,
"Happy Valley Challenger" ,2017-01-02 ,"Hans Podlipnik Castillo/Max Jacob Schnur" ,"Tatsuma Ito/James McGee" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , ,
"Happy Valley Challenger" ,2017-01-02 ,"Jarryd Chaplin/Luke Saville" ,"Alex Bolt/Blake Mott" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , ,
"Happy Valley Challenger" ,2017-01-02 ,"Darian King/Denis Kudla" ,"Laslo Djere/Marko Tepavac" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , ,
"Noumea Challenger" ,2017-01-02 ,"Guilherme Clezar/Andre Ghem" ,"Pedja Krstin/Nikola Milojevic" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , ,
"Noumea Challenger" ,2017-01-02 ,"Adrian Menendez Maceiras/Stefano Napolitano" ,"Ben Mclachlan/Finn Tearney" ,2 ,1 ,4 ,6 ,1 , , ,6 ,3 ,8 , ,
"Noumea Challenger" ,2017-01-02 ,"Mitchell Krueger/Dennis Novikov" ,"Mathias Bourgue/Corentin Moutet" ,2 ,0 ,7 ,7 , , , ,5 ,6 , , ,
"Qatar ExxonMobil Open - Doha" ,2017-01-02 ,"Dominic Inglot/Florin Mergea" ,"Karen Khachanov/Andrey Kuznetsov" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , ,
"Qatar ExxonMobil Open - Doha" ,2017-01-02 ,"Jeremy Chardy/Fabrice Martin" ,"Malek Jaziri/Mubarak Shannan Zayid" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , ,
"Qatar ExxonMobil Open - Doha" ,2017-01-02 ,"David Marrero/Nenad Zimonjic" ,"Mariusz Fyrstenberg/Andy Murray" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
